Maakond,Aasta,Hoone liik,Tekkepõhjus,Kuu,Hoonetulekahjud
Harju maakond,2014,Eluhooned,Rike elektriseadmes,7,3
Harju maakond,2014,Mitteeluhooned,Elektriseadmete kasutamisel,7,1
Harju maakond,2014,Eluhooned,Teadmatus,7,1
Harju maakond,2014,Mitteeluhooned,Tuletöödel,7,1
Harju maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),7,1
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,7,1
Harju maakond,2014,Eluhooned,Elektriseadmete kasutamisel,7,1
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,7,3
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,7,2
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,19
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,7,1
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,7,4
Harju maakond,2014,Mitteeluhooned,Rike elektripaigaldises,7,3
Võru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,8,1
Võru maakond,2014,Mitteeluhooned,Rike kütteseadmes,8,2
Võru maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,8,3
Võru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,8,1
Võru maakond,2014,Eluhooned,Kuritahtlik,8,1
Võru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,1
Viljandi maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,1
Viljandi maakond,2014,Eluhooned,Rike elektripaigaldises,8,1
Viljandi maakond,2014,Mitteeluhooned,Suitsetamisel,8,1
Viljandi maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),8,1
Viljandi maakond,2014,Mitteeluhooned,Tehnilise seadme rike,8,1
Valga maakond,2014,Eluhooned,Lahtise tule kasutamisel,8,1
Valga maakond,2014,Mitteeluhooned,Muu ebaõige käitumine,8,1
Valga maakond,2014,Eluhooned,Rike kütteseadmes,8,1
Valga maakond,2014,Mitteeluhooned,Kuritahtlik,8,2
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,1
Tartu maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,8,1
Tartu maakond,2014,Eluhooned,Tuletöödel,8,1
Tartu maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),8,1
Tartu maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,8,2
Tartu maakond,2014,Eluhooned,Laste mängimine lahtise tulega,8,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,1
Tartu maakond,2014,Eluhooned,Rike kütteseadmes,8,1
Tartu maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",8,1
Tartu maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,1
Saare maakond,2014,Mitteeluhooned,!Sisestamata!,8,1
Saare maakond,2014,Eluhooned,Kuritahtlik,8,1
Saare maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,8,1
Saare maakond,2014,Eluhooned,"Pikselöök, keravälk",8,1
Saare maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",8,1
Rapla maakond,2014,Eluhooned,Rike elektripaigaldises,8,1
Rapla maakond,2014,Eluhooned,Muu ebaõige käitumine,8,1
Rapla maakond,2014,Mitteeluhooned,Kuritahtlik,8,1
Rapla maakond,2014,Eluhooned,Kuritahtlik,8,1
Rapla maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,2
Rapla maakond,2014,Mitteeluhooned,!Sisestamata!,8,1
Rapla maakond,2014,Mitteeluhooned,Rike elektripaigaldises,8,1
Pärnu maakond,2014,Mitteeluhooned,Rike kütteseadmes,8,1
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,8,2
Pärnu maakond,2014,Eluhooned,Konstruktsioonipuudus,8,1
Pärnu maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,8,1
Pärnu maakond,2014,Eluhooned,"Pikselöök, keravälk",8,2
Pärnu maakond,2014,Eluhooned,!Sisestamata!,8,1
Lääne-Viru maakond,2014,Eluhooned,Muu hooletus,8,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,2
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,1
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,8,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,8,1
Lääne maakond,2014,Mitteeluhooned,Rike elektriseadmes,8,1
Järva maakond,2014,Mitteeluhooned,Rike elektriseadmes,8,1
Järva maakond,2014,Mitteeluhooned,!Sisestamata!,8,1
Järva maakond,2014,Eluhooned,Rike kütteseadmes,8,1
Jõgeva maakond,2014,Eluhooned,Elektriseadmete kasutamisel,8,1
Jõgeva maakond,2014,Mitteeluhooned,!Sisestamata!,8,2
Jõgeva maakond,2014,Mitteeluhooned,Tehnilise seadme rike,8,1
Ida-Viru maakond,2014,Eluhooned,Tuletöödel,8,2
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,12
Ida-Viru maakond,2014,Eluhooned,Rike elektripaigaldises,8,1
Ida-Viru maakond,2014,Eluhooned,Kindlaks tegemata põhjus,8,1
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,8,7
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,8,10
Ida-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,1
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,8,1
Ida-Viru maakond,2014,Mitteeluhooned,Elektriseadmete kasutamisel,8,1
Ida-Viru maakond,2014,Eluhooned,!Sisestamata!,8,3
Ida-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,8,2
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,8,14
Harju maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",8,1
Harju maakond,2014,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,8,1
Harju maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),8,1
Harju maakond,2014,Eluhooned,!Sisestamata!,8,1
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,8,5
Harju maakond,2014,Eluhooned,Tehnoloogilise protsessi teostamisel,8,1
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,8,19
Harju maakond,2014,Eluhooned,Tuletöödel,8,2
Harju maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,8,7
Harju maakond,2014,Eluhooned,Suitsetamisel,8,6
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,8,1
Harju maakond,2014,Mitteeluhooned,Tehnilise seadme rike,8,2
Harju maakond,2014,Mitteeluhooned,Tuletöödel,8,3
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,8,9
Harju maakond,2014,Mitteeluhooned,Muu hooletus,8,1
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,8,17
Harju maakond,2014,Mitteeluhooned,Suitsetamisel,8,2
Harju maakond,2014,Eluhooned,Kuritahtlik,8,8
Harju maakond,2014,Eluhooned,Kütteseadmete kasutamisel,8,1
Harju maakond,2014,Mitteeluhooned,Rike elektripaigaldises,8,3
Harju maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,8,2
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,8,3
Harju maakond,2014,Eluhooned,Teadmatus,8,1
Harju maakond,2014,Mitteeluhooned,Rike elektriseadmes,8,1
Võru maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Võru maakond,2014,Eluhooned,Elektriseadmete kasutamisel,9,1
Võru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),9,1
Võru maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,9,1
Võru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,1
Võru maakond,2014,Eluhooned,Rike kütteseadmes,9,1
Võru maakond,2014,Mitteeluhooned,Rike elektriseadmes,9,1
Võru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,9,1
Viljandi maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,1
Viljandi maakond,2014,Mitteeluhooned,Tehnilise seadme rike,9,1
Viljandi maakond,2014,Eluhooned,Suitsetamisel,9,1
Viljandi maakond,2014,Mitteeluhooned,Rike elektripaigaldises,9,1
Viljandi maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,9,1
Valga maakond,2014,Mitteeluhooned,Rike elektripaigaldises,9,1
Valga maakond,2014,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,9,1
Valga maakond,2014,Eluhooned,Suitsetamisel,9,1
Valga maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,1
Valga maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,9,1
Valga maakond,2014,Mitteeluhooned,!Sisestamata!,9,3
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,2
Tartu maakond,2014,Eluhooned,Suitsetamisel,9,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,4
Tartu maakond,2014,Mitteeluhooned,Rike elektriseadmes,9,1
Tartu maakond,2014,Eluhooned,Kindlaks tegemata põhjus,9,1
Tartu maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,2
Tartu maakond,2014,Mitteeluhooned,Tehnilise seadme rike,9,1
Saare maakond,2014,Eluhooned,Kütteseadmete kasutamisel,9,1
Saare maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,1
Rapla maakond,2014,Eluhooned,Kindlaks tegemata põhjus,9,1
Pärnu maakond,2014,Mitteeluhooned,Tuletöödel,9,1
Pärnu maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,1
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,1
Pärnu maakond,2014,Mitteeluhooned,Rike kütteseadmes,9,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Pärnu maakond,2014,Eluhooned,Konstruktsioonipuudus,9,1
Pärnu maakond,2014,Eluhooned,Elektriseadmete kasutamisel,9,1
Pärnu maakond,2014,Eluhooned,Suitsetamisel,9,2
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,2
Põlva maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,1
Põlva maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Põlva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,9,1
Põlva maakond,2014,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,9,1
Lääne-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),9,1
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,2
Lääne-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,9,1
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,2
Lääne-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Lääne-Viru maakond,2014,Eluhooned,Rike elektripaigaldises,9,2
Lääne-Viru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,9,1
Lääne-Viru maakond,2014,Eluhooned,Kuritahtlik,9,1
Lääne-Viru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,9,1
Lääne maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Lääne maakond,2014,Mitteeluhooned,Kuritahtlik,9,1
Lääne maakond,2014,Eluhooned,!Sisestamata!,9,1
Lääne maakond,2014,Eluhooned,Elektriseadmete kasutamisel,9,1
Järva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,9,1
Järva maakond,2014,Eluhooned,Rike kütteseadmes,9,1
Järva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,2
Järva maakond,2014,Eluhooned,Rike elektriseadmes,9,1
Järva maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,1
Järva maakond,2014,Eluhooned,Kuritahtlik,9,1
Järva maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Järva maakond,2014,Eluhooned,Rike elektripaigaldises,9,1
Järva maakond,2014,Eluhooned,Suitsetamisel,9,1
Jõgeva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,9,2
Jõgeva maakond,2014,Eluhooned,Kuritahtlik,9,2
Jõgeva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,1
Jõgeva maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,1
Jõgeva maakond,2014,Mitteeluhooned,Kuritahtlik,9,1
Jõgeva maakond,2014,Mitteeluhooned,!Sisestamata!,9,1
Jõgeva maakond,2014,Mitteeluhooned,Rike elektriseadmes,9,1
Jõgeva maakond,2014,Mitteeluhooned,Muu hooletus,9,1
Ida-Viru maakond,2014,Mitteeluhooned,Muu hooletus,9,2
Ida-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,9,2
Ida-Viru maakond,2014,Eluhooned,Muu hooletus,9,1
Ida-Viru maakond,2014,Mitteeluhooned,Muu ebaõige käitumine,9,3
Ida-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,9,1
Ida-Viru maakond,2014,Eluhooned,Kindlaks tegemata põhjus,9,1
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,7
Ida-Viru maakond,2014,Eluhooned,Laste mängimine lahtise tulega,9,1
Ida-Viru maakond,2014,Eluhooned,!Sisestamata!,9,5
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,9,2
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,9,7
Ida-Viru maakond,2014,Mitteeluhooned,Rike kütteseadmes,9,2
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,3
Ida-Viru maakond,2014,Mitteeluhooned,Rike elektriseadmes,9,1
Ida-Viru maakond,2014,Eluhooned,Kuritahtlik,9,2
Hiiu maakond,2014,Mitteeluhooned,Rike kütteseadmes,9,1
Harju maakond,2014,Mitteeluhooned,Elektriseadmete kasutamisel,9,2
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,9,8
Harju maakond,2014,Mitteeluhooned,Rike elektripaigaldises,9,1
Harju maakond,2014,Mitteeluhooned,Rike elektriseadmes,9,1
Harju maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,9,1
Harju maakond,2014,Eluhooned,Konstruktsioonipuudus,9,1
Harju maakond,2014,Eluhooned,!Sisestamata!,9,3
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,9,9
Harju maakond,2014,Eluhooned,Rike elektriseadmes,9,2
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,9,1
Harju maakond,2014,Eluhooned,Suitsetamisel,9,1
Harju maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),9,3
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,9,1
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,9,6
Harju maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,9,3
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,9,4
Harju maakond,2014,Mitteeluhooned,Suitsetamisel,9,1
Harju maakond,2014,Eluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,9,1
Harju maakond,2014,Eluhooned,Elektriseadmete kasutamisel,9,1
Harju maakond,2014,Eluhooned,Rike kütteseadmes,9,1
Harju maakond,2014,Eluhooned,Kütteseadmete kasutamisel,9,1
Harju maakond,2014,Eluhooned,Kuritahtlik,9,2
Harju maakond,2014,Eluhooned,Tuletöödel,9,2
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,9,2
Võru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,10,1
Võru maakond,2014,Mitteeluhooned,Rike kütteseadmes,10,1
Võru maakond,2014,Mitteeluhooned,Tuletöödel,10,1
Viljandi maakond,2014,Mitteeluhooned,Rike elektripaigaldises,10,1
Viljandi maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,1
Viljandi maakond,2014,Eluhooned,Suitsetamisel,10,1
Valga maakond,2014,Mitteeluhooned,Rike kütteseadmes,10,2
Valga maakond,2014,Eluhooned,Rike elektriseadmes,10,1
Valga maakond,2014,Eluhooned,Lahtise tule kasutamisel,10,1
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,2
Valga maakond,2014,Eluhooned,Kütteseadmete kasutamisel,10,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,2
Tartu maakond,2014,Eluhooned,Suitsetamisel,10,2
Tartu maakond,2014,Mitteeluhooned,Suitsetamisel,10,1
Tartu maakond,2014,Mitteeluhooned,Teadmatus,10,1
Tartu maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),10,1
Tartu maakond,2014,Eluhooned,Rike elektriseadmes,10,1
Tartu maakond,2014,Eluhooned,Laste mängimine lahtise tulega,10,1
Tartu maakond,2014,Eluhooned,Lahtise tule kasutamisel,10,3
Saare maakond,2014,Mitteeluhooned,Rike elektriseadmes,10,1
Saare maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,10,1
Saare maakond,2014,Eluhooned,!Sisestamata!,10,1
Rapla maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,10,1
Rapla maakond,2014,Eluhooned,Suitsetamisel,10,2
Rapla maakond,2014,Eluhooned,Konstruktsioonipuudus,10,1
Pärnu maakond,2014,Eluhooned,!Sisestamata!,10,3
Pärnu maakond,2014,Eluhooned,Rike kütteseadmes,10,2
Pärnu maakond,2014,Eluhooned,Kütteseadmete kasutamisel,10,2
Pärnu maakond,2014,Eluhooned,Suitsetamisel,10,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,10,3
Pärnu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,10,1
Pärnu maakond,2014,Mitteeluhooned,Tuletöödel,10,1
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,2
Pärnu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,10,1
Põlva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,1
Põlva maakond,2014,Eluhooned,Kuritahtlik,10,1
Põlva maakond,2014,Eluhooned,Muu ebaõige käitumine,10,1
Põlva maakond,2014,Mitteeluhooned,Tuletöödel,10,1
Lääne-Viru maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,10,1
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,4
Lääne-Viru maakond,2014,Eluhooned,Kütteseadmete kasutamisel,10,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tuletöödel,10,1
Lääne-Viru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,10,1
Lääne-Viru maakond,2014,Eluhooned,Suitsetamisel,10,1
Lääne maakond,2014,Eluhooned,!Sisestamata!,10,1
Lääne maakond,2014,Mitteeluhooned,!Sisestamata!,10,1
Järva maakond,2014,Eluhooned,Lahtise tule kasutamisel,10,1
Järva maakond,2014,Eluhooned,Laste mängimine lahtise tulega,10,1
Järva maakond,2014,Mitteeluhooned,Kuritahtlik,10,1
Järva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,1
Järva maakond,2014,Eluhooned,Kuritahtlik,10,1
Järva maakond,2014,Mitteeluhooned,!Sisestamata!,10,1
Järva maakond,2014,Eluhooned,Suitsetamisel,10,1
Jõgeva maakond,2014,Eluhooned,Rike elektripaigaldises,10,1
Jõgeva maakond,2014,Mitteeluhooned,Rike elektriseadmes,10,1
Jõgeva maakond,2014,Mitteeluhooned,Tehnilise seadme rike,10,1
Jõgeva maakond,2014,Eluhooned,Suitsetamisel,10,1
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,10,9
Ida-Viru maakond,2014,Eluhooned,Rike kütteseadmes,10,1
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,10,5
Ida-Viru maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,10,1
Ida-Viru maakond,2014,Eluhooned,Muu ebaõige käitumine,10,1
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),10,1
Ida-Viru maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,10,1
Ida-Viru maakond,2014,Eluhooned,Kindlaks tegemata põhjus,10,1
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,10,5
Ida-Viru maakond,2014,Mitteeluhooned,Tehnilise seadme rike,10,1
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,6
Ida-Viru maakond,2014,Eluhooned,Rike elektripaigaldises,10,2
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,10,2
Harju maakond,2014,Eluhooned,Konstruktsioonipuudus,10,1
Harju maakond,2014,Eluhooned,Rike elektriseadmes,10,4
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,10,11
Harju maakond,2014,Mitteeluhooned,Rike elektripaigaldises,10,2
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,10,5
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,10,2
Harju maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),10,2
Harju maakond,2014,Eluhooned,Kütteseadmete kasutamisel,10,1
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,10,2
Harju maakond,2014,Eluhooned,Suitsetamisel,10,1
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,10,1
Harju maakond,2014,Eluhooned,Kuritahtlik,10,6
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,10,3
Harju maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,10,2
Harju maakond,2014,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",10,1
Võru maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,11,1
Võru maakond,2014,Mitteeluhooned,Kuritahtlik,11,1
Võru maakond,2014,Eluhooned,Rike kütteseadmes,11,1
Võru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),11,1
Võru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,11,1
Viljandi maakond,2014,Eluhooned,Suitsetamisel,11,1
Viljandi maakond,2014,Eluhooned,Kütteseadmete kasutamisel,11,1
Viljandi maakond,2014,Mitteeluhooned,Teadmatus,11,1
Viljandi maakond,2014,Mitteeluhooned,Rike elektripaigaldises,11,1
Viljandi maakond,2014,Eluhooned,Konstruktsioonipuudus,11,1
Valga maakond,2014,Mitteeluhooned,Tehnilise seadme rike,11,1
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,11,1
Valga maakond,2014,Eluhooned,Suitsetamisel,11,1
Tartu maakond,2014,Mitteeluhooned,Suitsetamisel,11,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,11,2
Tartu maakond,2014,Mitteeluhooned,Rike kütteseadmes,11,1
Tartu maakond,2014,Mitteeluhooned,Kuritahtlik,11,2
Tartu maakond,2014,Eluhooned,Tuletöödel,11,1
Tartu maakond,2014,Eluhooned,Rike elektriseadmes,11,1
Tartu maakond,2014,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,11,1
Tartu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,11,1
Tartu maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,11,1
Tartu maakond,2014,Eluhooned,Rike elektripaigaldises,11,1
Tartu maakond,2014,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",11,1
Tartu maakond,2014,Eluhooned,Rike kütteseadmes,11,1
Tartu maakond,2014,Mitteeluhooned,Rike elektriseadmes,11,2
Tartu maakond,2014,Eluhooned,Konstruktsioonipuudus,11,1
Tartu maakond,2014,Eluhooned,Elektriseadmete kasutamisel,11,1
Tartu maakond,2014,Eluhooned,Lahtise tule kasutamisel,11,2
Saare maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,11,1
Rapla maakond,2014,Mitteeluhooned,Rike elektripaigaldises,11,1
Rapla maakond,2014,Eluhooned,Rike elektripaigaldises,11,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,11,1
Pärnu maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,11,1
Pärnu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,11,2
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,11,3
Pärnu maakond,2014,Mitteeluhooned,Elektriseadmete kasutamisel,11,1
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,11,2
Pärnu maakond,2014,Mitteeluhooned,Tuletöödel,11,1
Põlva maakond,2014,Eluhooned,Rike kütteseadmes,11,1
Põlva maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,11,1
Põlva maakond,2014,Eluhooned,Rike elektripaigaldises,11,1
Lääne-Viru maakond,2014,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",11,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tehnilise seadme rike,11,1
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,11,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,11,1
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,11,1
Lääne-Viru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,11,2
Lääne maakond,2014,Eluhooned,Rike elektripaigaldises,11,1
Lääne maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,11,1
Järva maakond,2014,Mitteeluhooned,Kuritahtlik,11,1
Järva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,11,1
Järva maakond,2014,Mitteeluhooned,Rike elektriseadmes,11,1
Järva maakond,2014,Eluhooned,Suitsetamisel,11,1
Järva maakond,2014,Eluhooned,Lahtise tule kasutamisel,11,1
Jõgeva maakond,2014,Mitteeluhooned,Muu ebaõige käitumine,11,1
Jõgeva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,11,1
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),11,1
